vi_period,vi_threshold,stop_loss_pct,take_profit_pct,trailing_stop_pct,final_equity,total_return,max_drawdown,win_rate,profit_factor,num_trades,score
24,0.5,0.025,0.06,0.01,9943.502044000004,-0.005649795599999561,0.006480636103251894,0.2777777777777778,0.6562565583602008,54,-0.005649795599999561
24,0.5,0.025,0.04,0.01,9943.502044000004,-0.005649795599999561,0.006480636103251894,0.2777777777777778,0.6562565583602008,54,-0.005649795599999561
24,0.5,0.025,0.07,0.01,9943.502044000004,-0.005649795599999561,0.006480636103251894,0.2777777777777778,0.6562565583602008,54,-0.005649795599999561
24,0.5,0.03,0.08,0.01,9943.502044000004,-0.005649795599999561,0.006480636103251894,0.2777777777777778,0.6562565583602008,54,-0.005649795599999561
24,0.5,0.03,0.07,0.01,9943.502044000004,-0.005649795599999561,0.006480636103251894,0.2777777777777778,0.6562565583602008,54,-0.005649795599999561
24,0.5,0.03,0.06,0.01,9943.502044000004,-0.005649795599999561,0.006480636103251894,0.2777777777777778,0.6562565583602008,54,-0.005649795599999561
24,0.5,0.03,0.05,0.01,9943.502044000004,-0.005649795599999561,0.006480636103251894,0.2777777777777778,0.6562565583602008,54,-0.005649795599999561
24,0.5,0.025,0.08,0.01,9943.502044000004,-0.005649795599999561,0.006480636103251894,0.2777777777777778,0.6562565583602008,54,-0.005649795599999561
24,0.5,0.03,0.04,0.01,9943.502044000004,-0.005649795599999561,0.006480636103251894,0.2777777777777778,0.6562565583602008,54,-0.005649795599999561
24,0.5,0.025,0.05,0.01,9943.502044000004,-0.005649795599999561,0.006480636103251894,0.2777777777777778,0.6562565583602008,54,-0.005649795599999561
24,0.25,0.025,0.05,0.025,9941.277917500001,-0.005872208249999858,0.019789187993041826,0.39436619718309857,0.9364271819534342,142,-0.005872208249999858
24,0.25,0.03,0.05,0.025,9941.277917500001,-0.005872208249999858,0.019789187993041826,0.39436619718309857,0.9364271819534342,142,-0.005872208249999858
24,0.4,0.02,0.04,0.025,9941.061899500002,-0.0058938100499997745,0.014124132266296021,0.3815789473684211,0.8843048380310722,76,-0.0058938100499997745
24,0.4,0.02,0.07,0.025,9940.057477000004,-0.005994252299999607,0.014125679340787315,0.38028169014084506,0.8747937825355723,71,-0.005994252299999607
24,0.5,0.025,0.04,0.02,9939.873941999998,-0.006012605800000165,0.008786118639264612,0.34285714285714286,0.7007272739327128,35,-0.006012605800000165
24,0.5,0.03,0.04,0.02,9939.873941999998,-0.006012605800000165,0.008786118639264612,0.34285714285714286,0.7007272739327128,35,-0.006012605800000165
24,0.5,0.02,0.04,0.02,9939.873941999998,-0.006012605800000165,0.008786118639264612,0.34285714285714286,0.7007272739327128,35,-0.006012605800000165
24,0.4,0.02,0.08,0.025,9939.123929000003,-0.006087607099999695,0.01412699177242885,0.38571428571428573,0.8679663554521994,70,-0.006087607099999695
24,0.4,0.02,0.05,0.025,9938.506510000005,-0.006149348999999529,0.01412785990702928,0.3698630136986301,0.8790660146841628,73,-0.006149348999999529
24,0.35,0.02,0.05,0.025,9937.146262999999,-0.006285373700000128,0.01656136366726695,0.37777777777777777,0.9148458772740029,90,-0.006285373700000128
24,0.5,0.03,0.04,0.025,9934.794518999995,-0.006520548100000451,0.01184305249594609,0.3548387096774194,0.7446413667086452,31,-0.006520548100000451
24,0.5,0.025,0.04,0.025,9934.794518999995,-0.006520548100000451,0.01184305249594609,0.3548387096774194,0.7446413667086452,31,-0.006520548100000451
24,0.5,0.02,0.06,0.02,9933.360737999998,-0.006663926200000242,0.008808863818696526,0.34285714285714286,0.6683083131468198,35,-0.006663926200000242
24,0.5,0.025,0.08,0.02,9933.360737999998,-0.006663926200000242,0.008808863818696526,0.34285714285714286,0.6683083131468198,35,-0.006663926200000242
24,0.5,0.02,0.07,0.02,9933.360737999998,-0.006663926200000242,0.008808863818696526,0.34285714285714286,0.6683083131468198,35,-0.006663926200000242
