coin,tf,family,name,params,is_sh,oos_sh,oos_ret,n_trades
AAVEUSDT,4h,meanrev,zscore,"{""lb"": 50, ""z"": 1.5}",-0.8551421545091851,-1.8623606591914879,-0.378548278416747,55.0
AAVEUSDT,4h,meanrev,zscore,"{""lb"": 50, ""z"": 2.0}",-0.2592999652943121,-2.315133277491184,-0.34176597136473075,36.0
AAVEUSDT,4h,meanrev,zscore,"{""lb"": 50, ""z"": 2.5}",-0.9041308534008883,-0.9785809227127304,-0.1349587615699246,24.0
AAVEUSDT,4h,meanrev,bb,"{""span"": 20, ""mult"": 1.5}",-2.174808394587454,-2.0734606719380313,-0.3874447712012651,84.5
AAVEUSDT,4h,meanrev,bb,"{""span"": 20, ""mult"": 2.0}",-1.9435386050835024,-1.7915391242333665,-0.24207528060205918,54.5
AAVEUSDT,4h,meanrev,bb,"{""span"": 20, ""mult"": 2.5}",-1.8803839979920969,-0.25202591691008497,-0.028797179520132277,28.0
AAVEUSDT,4h,meanrev,bb,"{""span"": 50, ""mult"": 1.5}",-0.8551421545091851,-1.8623606591914879,-0.378548278416747,55.0
AAVEUSDT,4h,meanrev,bb,"{""span"": 50, ""mult"": 2.0}",-0.2592999652943121,-2.315133277491184,-0.34176597136473075,36.0
AAVEUSDT,4h,meanrev,bb,"{""span"": 50, ""mult"": 2.5}",-0.9041308534008883,-0.9785809227127304,-0.1349587615699246,24.0
AAVEUSDT,4h,carry,funding,"{""thr"": 5e-05}",1.0902242232046928,0.7523517552876772,0.12575635038048727,130.5
AAVEUSDT,4h,carry,funding,"{""thr"": 0.0001}",0.15651155826556856,0.024362608203341022,-0.008145509004473528,18.0
AAVEUSDT,4h,carry,funding,"{""thr"": 0.0002}",-0.6174222204009091,0.991777288259177,0.053992080590830716,3.0
AAVEUSDT,4h,carry,funding_pct,"{""lb"": 100, ""hi"": 0.8}",-1.1154748607783238,-0.13792927638830862,-0.08479205505978493,132.0
AAVEUSDT,4h,carry,funding_pct,"{""lb"": 100, ""hi"": 0.9}",-0.41144911710765136,-0.049861244299674076,-0.03808596537121833,62.0
AAVEUSDT,4h,carry,funding_pct,"{""lb"": 100, ""hi"": 0.95}",1.1785243053546988,0.16031735593412258,0.002587036934151632,45.0
AAVEUSDT,4h,carry,funding_pct,"{""lb"": 500, ""hi"": 0.8}",-0.4529813800862224,0.17673602833353935,-0.02922104004523507,130.0
AAVEUSDT,4h,carry,funding_pct,"{""lb"": 500, ""hi"": 0.9}",-0.8808272573793259,0.6940242383591664,0.09184815306903005,72.0
AAVEUSDT,4h,carry,funding_pct,"{""lb"": 500, ""hi"": 0.95}",-0.3024312311035065,1.6479694582039164,0.2076201412439369,30.0
AAVEUSDT,4h,carry,funding_mom,"{""lb"": 24}",-1.247416021695414,-2.991110972626547,-0.7087645452335085,182.5
AAVEUSDT,4h,carry,funding_mom,"{""lb"": 100}",0.6419727276325907,-0.9473059324982447,-0.3876277675497739,200.5
AAVEUSDT,4h,carry,funding_mom,"{""lb"": 500}",-3.377819321410161,0.747185114611877,0.12966363470823827,191.5
AAVEUSDT,4h,carry,funding_price_div,"{""lb"": 24}",-1.7174051829929082,-3.0159801361218888,-0.5110155265600462,122.0
AAVEUSDT,4h,carry,funding_price_div,"{""lb"": 100}",0.18112608839266156,-1.5838849859688084,-0.32767780982643224,120.0
AAVEUSDT,4h,carry,funding_price_div,"{""lb"": 500}",-1.9647826012740495,-0.11221285273381139,-0.08701493152939788,98.0
AAVEUSDT,4h,ichimoku,cloud,"{""tenkan"": 9, ""kijun"": 26, ""senkou"": 52, ""disp"": 26}",0.046376641327301,-1.2800159333972854,-0.4306226647240595,54.5
AAVEUSDT,4h,ichimoku,cloud_fast,"{""tenkan"": 7, ""kijun"": 14, ""senkou"": 28, ""disp"": 14}",-1.09655153197113,-1.9464473937193398,-0.5408173021324498,78.5
AAVEUSDT,4h,ichimoku,cloud_slow,"{""tenkan"": 12, ""kijun"": 24, ""senkou"": 52, ""disp"": 24}",0.35446985853032187,-0.8865993628536678,-0.3495505196130809,50.5
AAVEUSDT,4h,ichimoku,tk,"{""tenkan"": 9, ""kijun"": 26}",-0.5082704820030209,-1.3944146779193687,-0.46086691634372035,58.5
AAVEUSDT,4h,ichimoku,combo,"{""tenkan"": 9, ""kijun"": 26, ""senkou"": 52, ""disp"": 26}",-0.10013523171840158,-0.9332290999138492,-0.3010060178754921,48.5
AAVEUSDT,1h,trend,ema_cross,"{""fast"": 10, ""slow"": 50}",-1.8585011251171917,-2.4862068274589184,-0.6420130856535338,121.5
AAVEUSDT,1h,trend,ema_cross,"{""fast"": 10, ""slow"": 100}",-1.462137235315439,-2.3807614962327106,-0.6277151142645312,85.5
AAVEUSDT,1h,trend,ema_cross,"{""fast"": 10, ""slow"": 200}",-0.18892516692461483,-2.7256629936732106,-0.6704472947867586,59.5
AAVEUSDT,1h,trend,ema_cross,"{""fast"": 20, ""slow"": 50}",-1.8091955110253812,-2.655393584768749,-0.663057058962774,83.5
AAVEUSDT,1h,trend,ema_cross,"{""fast"": 20, ""slow"": 100}",-0.7637271537154043,-2.0232562196606834,-0.5777053243916256,61.5
AAVEUSDT,1h,trend,ema_cross,"{""fast"": 20, ""slow"": 200}",0.5189044515844804,-2.095918113497057,-0.5880730966309237,39.5
AAVEUSDT,1h,trend,ema_cross,"{""fast"": 50, ""slow"": 100}",0.9530091341020194,-1.8067522003356637,-0.5436816386083548,39.5
AAVEUSDT,1h,trend,ema_cross,"{""fast"": 50, ""slow"": 200}",0.2762230465795495,-0.9488044973546508,-0.38132353807762,26.5
AAVEUSDT,1h,trend,ema_slope,"{""span"": 20, ""thr"": 0.0}",-5.126820525275861,-6.896067926904146,-0.9280065078175782,548.5
AAVEUSDT,1h,trend,ema_slope,"{""span"": 20, ""thr"": 0.001}",-6.37662442671973,-4.176003948235142,-0.7244084692764714,387.5
AAVEUSDT,1h,trend,ema_slope,"{""span"": 20, ""thr"": 0.005}",-1.198130597006077,-0.6180211417536775,-0.07191827961678599,31.0
AAVEUSDT,1h,trend,ema_slope,"{""span"": 50, ""thr"": 0.0}",-3.1552870690345385,-4.158782777659707,-0.8047433094820378,339.5
AAVEUSDT,1h,trend,ema_slope,"{""span"": 50, ""thr"": 0.001}",-3.388083478448738,-2.8341148673969507,-0.5231692031437598,192.5
AAVEUSDT,1h,trend,ema_slope,"{""span"": 50, ""thr"": 0.005}",-1.552062560785711,-2.050771548422355,-0.10760331093252917,8.0
AAVEUSDT,1h,trend,ema_slope,"{""span"": 100, ""thr"": 0.0}",-1.8706766759890512,-3.19511363141358,-0.7234509700659268,235.5
AAVEUSDT,1h,trend,ema_slope,"{""span"": 100, ""thr"": 0.001}",-2.6486333158315762,-0.5992351686065622,-0.1507904714143763,70.0
AAVEUSDT,1h,trend,price_ema,"{""span"": 20, ""thr"": 0.0}",-5.126820525275861,-6.896067926904146,-0.9280065078175782,548.5
AAVEUSDT,1h,trend,price_ema,"{""span"": 20, ""thr"": 0.02}",-4.385846479631589,-4.313039440035965,-0.6245203771322059,210.0
AAVEUSDT,1h,trend,price_ema,"{""span"": 20, ""thr"": 0.05}",-0.9059404863191003,-0.4381557512561211,-0.050738579215555024,27.0
AAVEUSDT,1h,trend,price_ema,"{""span"": 50, ""thr"": 0.0}",-3.1552870690345385,-4.158782777659707,-0.8047433094820378,339.5
