dataset,family,name,params,bars,ppy,is_sharpe,oos_sharpe,oos_ret,oos_maxdd,oos_calmar,turnover,n_trades,total_cost,total_funding,is_ret
cex_daily_SOL,trend,price_ema,"{""span"": 50, ""thr"": 0.0}",1080,365,1.3214505954004176,-0.4191879044565525,-0.4735287917938984,0.6060207707971533,-0.6904872282314116,69.0,34.5,0.138,-0.05086413000000001,3.089717750743036
cex_daily_SOL,trend,price_ema,"{""span"": 50, ""thr"": 0.02}",1080,365,0.9641301183623804,-0.36702759577942917,-0.42861683726586663,0.5138542482416295,-0.7332853592170567,72.0,36.0,0.14400000000000002,-0.05028123,1.2865805094690472
cex_daily_SOL,trend,price_ema,"{""span"": 50, ""thr"": 0.05}",1080,365,0.6804338850107092,-0.3311591709310362,-0.3606019094841568,0.475670008484215,-0.6615465651565474,62.0,31.0,0.124,-0.05153676000000001,0.48913631440869754
cex_daily_SOL,trend,price_ema,"{""span"": 100, ""thr"": 0.0}",1080,365,0.3967885332826101,-0.19681042763399687,-0.3670713014982758,0.5808180127174956,-0.5518787248250014,43.0,21.5,0.086,-0.04450119,-0.09010485226545217
cex_daily_SOL,trend,price_ema,"{""span"": 100, ""thr"": 0.02}",1080,365,0.17460168323541753,0.24737176610572986,-0.07397823908555756,0.39564569879284894,-0.1589148486843751,41.0,20.5,0.082,-0.042981149999999996,-0.3331525933160422
cex_daily_SOL,trend,price_ema,"{""span"": 100, ""thr"": 0.05}",1080,365,0.5928511518274873,0.046335017613614464,-0.19637391256756942,0.4452195615494439,-0.3788210296333125,36.0,18.0,0.07200000000000001,-0.04331955,0.30236969271457914
cex_daily_SOL,trend,donchian,"{""lb"": 10}",1080,365,0.5703433379311612,-0.1847234919756318,-0.20281977067302281,0.38457060763111606,-0.4532224359292129,122.0,61.0,0.244,-0.03526134,0.34068496387730907
cex_daily_SOL,trend,donchian,"{""lb"": 20}",1080,365,1.2012194890854526,0.05363546862018358,-0.07099571639708369,0.3888196481659321,-0.15514761039495836,78.0,39.0,0.156,-0.029264370000000005,1.4024834708185892
cex_daily_SOL,trend,donchian,"{""lb"": 55}",1080,365,1.0608505336205132,0.07586819818608816,-0.044666283459502076,0.29035458353391486,-0.1304332562419489,44.0,22.0,0.08800000000000001,-0.00975954,0.9085369321083832
cex_daily_SOL,momentum,mom_ret,"{""lb"": 5, ""thr"": 0.0}",1080,365,0.2731788072553174,-0.2780935498703134,-0.40925132906275863,0.6470227730744973,-0.5548526001389248,179.0,89.5,0.35800000000000004,-0.04813443,-0.25607378274170967
cex_daily_SOL,momentum,mom_ret,"{""lb"": 5, ""thr"": 0.02}",1080,365,0.06993547449134827,-0.7261176952083025,-0.5449468916853553,0.6787311062816401,-0.7158135603085536,178.0,89.0,0.356,-0.0476784,-0.40368478226568305
cex_daily_SOL,momentum,mom_ret,"{""lb"": 5, ""thr"": 0.05}",1080,365,0.16011937229992246,-0.6968188463427942,-0.44155186555963355,0.554827938170383,-0.7006548390223549,140.0,70.0,0.28,-0.04271382,-0.2404196798845739
cex_daily_SOL,momentum,mom_ret,"{""lb"": 10, ""thr"": 0.0}",1080,365,0.9360337622888903,-0.7176809459139444,-0.588458825864816,0.6618105963631623,-0.7973629880040136,127.0,63.5,0.254,-0.051936090000000004,1.1731280212543624
cex_daily_SOL,momentum,mom_ret,"{""lb"": 10, ""thr"": 0.02}",1080,365,0.6699171734050655,-1.3306256770364882,-0.7265457182370615,0.7540235154870157,-0.8827786061679692,139.0,69.5,0.278,-0.05077425000000001,0.4450220138225487
cex_daily_SOL,momentum,mom_ret,"{""lb"": 10, ""thr"": 0.05}",1080,365,0.7212245674565617,-1.2176978651345607,-0.6411195772294487,0.6518132502288526,-0.8887496361229584,116.0,58.0,0.23199999999999998,-0.047863020000000006,0.5833702310843951
